frame,PathIDX,timestamp,seconds,head_pos,head_euler,head_quaternion,gaze_confidence,gaze_pos,target_pos,gaze_vector,target_vector,gaze_vis_x,gaze_vis_y,target_vis_x,target_vis_y,local_x_axis,local_y_axis,local_z_axis,left_right_eye_center,left_right_eye_center_confidence,left_right_eye_gaze,left_right_eye_forward_gaze,left_right_eye_is_blinking,left_right_eye_pupil_size,calibration_status
583,99,03/15/2023 10:03:30.9202 PM,585.2567,(-1.4984950_ -0.4724814_ 2.3961740),(16.9726600_ 117.1472000_ 0.3490244),(0.0795154_ 0.8437296_ -0.1243547_ 0.5160753),0.75,(-1.2332740_ -0.5634073_ 2.3021800),(-0.9157115_ -0.9156689_ 1.8461530),(-0.0374079_ -0.0053252_ 0.2932864),(0.2223000_ -0.2006000_ 0.8654000),-7.268685,-1.040195,14.4064,-13.0507,(-0.4546872_ 0.0058263_ -0.8906321),(0.2625318_ 0.9564264_ -0.1277716),(0.8510796_ -0.2919153_ -0.4364045),(-1.4887380_ -0.4722373_ 2.4272610):(-1.5196220_ -0.4719203_ 2.3702130),1:1,(-0.0656054_ -0.7927628_ 0.1416870_ -0.5891924):(-0.0737740_ -0.8253343_ 0.1336834_ -0.5436075),(0.9155887_ -0.3019569_ -0.2655537):(0.8775912_ -0.3008751_ -0.3732387),False:False,4.2900000:4.2200000,Good
584,99,03/15/2023 10:03:30.9351 PM,585.2734,(-1.5035150_ -0.4720078_ 2.3986970),(17.2993000_ 117.3777000_ 0.3286382),(0.0805786_ 0.8444131_ -0.1270147_ 0.5141410),0.75,(-1.2389790_ -0.5645568_ 2.3026140),(-0.9251920_ -0.9196511_ 1.8475780),(-0.0363570_ -0.0051628_ 0.2939865),(0.2222999_ -0.2006000_ 0.8654001),-7.049903,-1.006086,14.4064,-13.05069,(-0.4583324_ 0.0054763_ -0.8887640),(0.2666901_ 0.9547487_ -0.1316482),(0.8478254_ -0.2973632_ -0.4390528),(-1.4929830_ -0.4714815_ 2.4292560):(-1.5242970_ -0.4712226_ 2.3724420),1:1,(-0.0660604_ -0.7945203_ 0.1451458_ -0.5859228):(-0.0744402_ -0.8269122_ 0.1371135_ -0.5402535),(0.9118782_ -0.3080551_ -0.2712528):(0.8730709_ -0.3071948_ -0.3786501),False:False,4.2900000:4.2200000,Good
585,99,03/15/2023 10:03:30.9521 PM,585.2905,(-1.5081900_ -0.4715362_ 2.4007720),(17.6458300_ 117.8717000_ 0.3256619),(0.0815494_ 0.8462260_ -0.1299351_ 0.5102628),0.75,(-1.2431240_ -0.5612571_ 2.3000870),(-0.9370442_ -0.9238212_ 1.8459690),(-0.0349114_ -0.0000037_ 0.2953441),(0.2223002_ -0.2005999_ 0.8654002),-6.741421,-0.0007107696,14.40641,-13.05069,(-0.4659632_ 0.0054164_ -0.8847876),(0.2706206_ 0.9529331_ -0.1366857),(0.8424031_ -0.3031322_ -0.4454976),(-1.4965180_ -0.4712470_ 2.4310750):(-1.5284420_ -0.4709260_ 2.3746090),1:1,(-0.0629948_ -0.7988135_ 0.1409512_ -0.5814306):(-0.0714466_ -0.8320859_ 0.1319887_ -0.5339546),(0.9111508_ -0.2984417_ -0.2841426):(0.8697318_ -0.2959504_ -0.3949431),False:False,4.2900000:4.2600000,Good
586,99,03/15/2023 10:03:30.9684 PM,585.3066,(-1.5126580_ -0.4714672_ 2.4030300),(18.0842900_ 118.3643000_ 0.2329883),(0.0822394_ 0.8479627_ -0.1339409_ 0.5062172),0.75,(-1.2500670_ -0.5648615_ 2.2992510),(-0.9493139_ -0.9299306_ 1.8453300),(-0.0334380_ -0.0016140_ 0.2955096),(0.2223001_ -0.2006000_ 0.8654003),-6.455765,-0.3129258,14.4064,-13.05069,(-0.4739617_ 0.0038655_ -0.8805371),(0.2750782_ 0.9505931_ -0.1438917),(0.8364763_ -0.3104157_ -0.4516081),(-1.5009890_ -0.4714505_ 2.4325950):(-1.5335560_ -0.4711283_ 2.3764970),1:1,(-0.0646060_ -0.8013834_ 0.1466931_ -0.5762742):(-0.0734223_ -0.8343645_ 0.1376317_ -0.5286801),(0.9046786_ -0.3095763_ -0.2927787):(0.8620134_ -0.3073037_ -0.4031100),False:False,4.2900000:4.2600000,Good
587,99,03/15/2023 10:03:30.9850 PM,585.3233,(-1.5171880_ -0.4711296_ 2.4044550),(18.7514500_ 118.9938000_ 0.2059021),(0.0842169_ 0.8499421_ -0.1394617_ 0.5010554),0.75,(-1.2549320_ -0.5649866_ 2.2972480),(-0.9647034_ -0.9385189_ 1.8433110),(-0.0333431_ 0.0016893_ 0.2965910),(0.2223000_ -0.2006000_ 0.8654003),-6.414331,0.3263409,14.4064,-13.05069,(-0.4837023_ 0.0034029_ -0.8752263),(0.2829151_ 0.9469159_ -0.1526741),(0.8282461_ -0.3214635_ -0.4589881),(-1.5046110_ -0.4711942_ 2.4335780):(-1.5380830_ -0.4708636_ 2.3780130),1:1,(-0.0629528_ -0.8043057_ 0.1494459_ -0.5716599):(-0.0711423_ -0.8378888_ 0.1380224_ -0.5232884),(0.9007626_ -0.3123755_ -0.3017415):(0.8572765_ -0.3057507_ -0.4142376),False:False,4.3000000:4.2700000,Good
588,99,03/15/2023 10:03:31.0009 PM,585.3399,(-1.5216080_ -0.4720202_ 2.4062280),(19.6433600_ 119.7430000_ 0.0670081),(0.0861206_ 0.8521751_ -0.1472477_ 0.4946705),0.75,(-1.2625420_ -0.5723138_ 2.2964490),(-0.9828216_ -0.9516176_ 1.8420730),(-0.0332097_ -0.0004940_ 0.2968541),(0.2223000_ -0.2006000_ 0.8654000),-6.383261,-0.09535392,14.4064,-13.0507,(-0.4957687_ 0.0011014_ -0.8684539),(0.2924579_ 0.9418027_ -0.1657591),(0.8177297_ -0.3361644_ -0.4672384),(-1.5086740_ -0.4725986_ 2.4350080):(-1.5429050_ -0.4723727_ 2.3799070),1:1,(-0.0652517_ -0.8067299_ 0.1597010_ -0.5651768):(-0.0741039_ -0.8399770_ 0.1481294_ -0.5167253),(0.8910485_ -0.3314286_ -0.3101419):(0.8461208_ -0.3254333_ -0.4221056),False:False,4.3000000:4.2700000,Good
589,99,03/15/2023 10:03:31.0183 PM,585.3567,(-1.5258750_ -0.4728458_ 2.4068340),(20.5361200_ 120.5877000_ 0.0996073),(0.0890768_ 0.8545906_ -0.1544034_ 0.4877498),0.6,(-1.2118090_ -0.6184288_ 2.2775150),(-1.0019950_ -0.9639161_ 1.8385260),(-0.0485225_ -0.0183198_ 0.3658760),(0.2223000_ -0.2006000_ 0.8653998),-7.554478,-2.866461,14.4064,-13.0507,(-0.5083311_ 0.0016280_ -0.8611603),(0.3028688_ 0.9364498_ -0.1770089),(0.8061452_ -0.3507977_ -0.4765196),(-1.5124320_ -0.4736743_ 2.4347190):(-1.5475950_ -0.4734330_ 2.3802080),0.7:0.6,(-0.0793047_ -0.8433399_ 0.1602174_ -0.5067738):(-0.0821843_ -0.7899217_ 0.2058944_ -0.5717321),(0.8293532_ -0.3506145_ -0.4350230):(0.8694046_ -0.4192556_ -0.2614611),False:False,3.7900000:4.4000000,Good
590,99,03/15/2023 10:03:31.0348 PM,585.3733,(-1.5302810_ -0.4739480_ 2.4081160),(21.5710400_ 121.3582000_ 0.0662950),(0.0921346_ 0.8564354_ -0.1628813_ 0.4811437),0.6,(-1.2204920_ -0.6270894_ 2.2764600),(-1.0217480_ -0.9784273_ 1.8376170),(-0.0488092_ -0.0199118_ 0.3660277),(0.2223000_ -0.2006000_ 0.8654000),-7.595486,-3.113805,14.4064,-13.05069,(-0.5200239_ 0.0010760_ -0.8541511),(0.3145532_ 0.9299618_ -0.1903346),(0.7941231_ -0.3676545_ -0.4839408),(-1.5164440_ -0.4753838_ 2.4359560):(-1.5523140_ -0.4751140_ 2.3819090),0.7:0.6,(-0.0828590_ -0.8450310_ 0.1697676_ -0.5002371):(-0.0846165_ -0.7917679_ 0.2157366_ -0.5651569),(0.8172981_ -0.3698161_ -0.4418859):(0.8584364_ -0.4372698_ -0.2681127),False:False,3.7900000:4.4000000,Good
591,99,03/15/2023 10:03:31.0521 PM,585.3904,(-1.5344470_ -0.4753231_ 2.4091190),(22.4887300_ 122.0260000_ 0.1529209),(0.0956410_ 0.8578120_ -0.1699325_ 0.4755358),0,(-1.2272240_ -0.6322989_ 2.2754610),(-1.0395780_ -0.9911365_ 1.8367410),(-0.0496540_ -0.0181662_ 0.3661913),(0.2223000_ -0.2006000_ 0.8654000),-7.721971,-2.840022,14.4064,-13.05069,(-0.5294371_ 0.0024660_ -0.8483457),(0.3257019_ 0.9239515_ -0.2005789),(0.7833356_ -0.3825017_ -0.4899774),(-1.5201500_ -0.4767414_ 2.4368220):(-1.5567900_ -0.4762428_ 2.3820260),0:0,(0.1188762_ 0.8507640_ -0.2177662_ 0.4633003):(0.1188762_ 0.8507640_ -0.2177662_ 0.4633003),(0.7365440_ -0.4806860_ -0.4758620):(0.7365440_ -0.4806860_ -0.4758620),False:False,0.0000000:0.0000000,Good
592,99,03/15/2023 10:03:31.0682 PM,585.4067,(-1.5374950_ -0.4756650_ 2.4094840),(22.7617400_ 122.7610000_ 0.2776714),(0.0966042_ 0.8603280_ -0.1720819_ 0.4699908),0,(-1.2314100_ -0.6314567_ 2.2710240),(-1.0521600_ -0.9944702_ 1.8316730),(-0.0492698_ -0.0148441_ 0.3667193),(0.2223000_ -0.2005999_ 0.8654002),-7.652029,-2.317953,14.4064,-13.05069,(-0.5395528_ 0.0044688_ -0.8419402),(0.3279765_ 0.9221109_ -0.2052875),(0.7754447_ -0.3868999_ -0.4989932),(-1.5223800_ -0.4765247_ 2.4364730):(-1.5597080_ -0.4759047_ 2.3821440),0:0,(0.1178437_ 0.8539906_ -0.2172255_ 0.4578494):(0.1178437_ 0.8539906_ -0.2172255_ 0.4578494),(0.7308009_ -0.4789264_ -0.4863741):(0.7308009_ -0.4789264_ -0.4863741),False:False,0.0000000:0.0000000,Good
593,99,03/15/2023 10:03:31.0851 PM,585.4233,(-1.5404350_ -0.4761409_ 2.4097250),(22.8535200_ 123.4462000_ 0.3504929),(0.0964935_ 0.8629214_ -0.1730527_ 0.4648746),0,(-1.2345830_ -0.6299384_ 2.2684230),(-1.0627860_ -0.9958385_ 1.8263380),(-0.0507429_ -0.0120528_ 0.3666673),(0.2223000_ -0.2006000_ 0.8653998),-7.879088,-1.882703,14.4064,-13.0507,(-0.5491612_ 0.0056370_ -0.8356974),(0.3274283_ 0.9214835_ -0.2089470),(0.7689035_ -0.3883766_ -0.5078888),(-1.5245830_ -0.4767268_ 2.4371450):(-1.5623800_ -0.4759511_ 2.3831440),0:0,(0.1167455_ 0.8566741_ -0.2149005_ 0.4542001):(0.1167455_ 0.8566741_ -0.2149005_ 0.4542001),(0.7280256_ -0.4742511_ -0.4950399):(0.7280256_ -0.4742511_ -0.4950399),True:True,0.0000000:0.0000000,Good
594,99,03/15/2023 10:03:31.1010 PM,585.4399,(-1.5430920_ -0.4759303_ 2.4105160),(22.9062300_ 123.9489000_ 0.3604298),(0.0960200_ 0.8648628_ -0.1738324_ 0.4610583),0,(-1.2369880_ -0.6283897_ 2.2677940),(-1.0709830_ -0.9962543_ 1.8231900),(-0.0526168_ -0.0102504_ 0.3666593),(0.2222999_ -0.2006001_ 0.8654000),-8.166383,-1.601351,14.40639,-13.0507,(-0.5564108_ 0.0057946_ -0.8308872),(0.3263821_ 0.9211249_ -0.2121406),(0.7641217_ -0.3892240_ -0.5144150),(-1.5264620_ -0.4759691_ 2.4381300):(-1.5645840_ -0.4753594_ 2.3843550),0:0,(0.1145393_ 0.8581313_ -0.2148713_ 0.4520198):(0.1145393_ 0.8581313_ -0.2148713_ 0.4520198),(0.7265624_ -0.4723238_ -0.4990174):(0.7265624_ -0.4723238_ -0.4990174),True:True,0.0000000:0.0000000,Good
595,99,03/15/2023 10:03:31.1187 PM,585.4571,(-1.5452430_ -0.4759673_ 2.4111140),(22.9554900_ 124.2763000_ 0.3481232),(0.0956265_ 0.8661110_ -0.1745279_ 0.4585274),0.35,(-1.2948180_ -0.6741297_ 2.2300930),(-1.0768600_ -0.9969540_ 1.8213970),(0.0081703_ -0.0620518_ 0.3617068),(0.2223001_ -0.2006000_ 0.8654001),1.293989,-9.734495,14.40641,-13.0507,(-0.5612165_ 0.0055947_ -0.8276502),(0.3256980_ 0.9207911_ -0.2146263),(0.7608922_ -0.3900158_ -0.5185853),(-1.5282220_ -0.4761483_ 2.4385690):(-1.5665970_ -0.4755399_ 2.3849740),0.7:0,(0.1416996_ 0.8724581_ -0.2410562_ 0.4007868):(0.1142247_ 0.8590922_ -0.2155422_ 0.4499500),(0.6310242_ -0.5342056_ -0.5625238):(0.7238566_ -0.4731321_ -0.5021733),True:True,4.4600000:0.0000000,Good
596,99,03/15/2023 10:03:31.1348 PM,585.4733,(-1.5476110_ -0.4763993_ 2.4122010),(23.1289900_ 124.7309000_ 0.3200808),(0.0954085_ 0.8676762_ -0.1763319_ 0.4549091),0.35,(-1.2990330_ -0.6757503_ 2.2302980),(-1.0852000_ -0.9996620_ 1.8197930),(0.0075255_ -0.0624169_ 0.3614808),(0.2223001_ -0.2006000_ 0.8654001),1.192647,-9.796659,14.4064,-13.05069,(-0.5679098_ 0.0051374_ -0.8230748),(0.3259974_ 0.9196085_ -0.2191936),(0.7557806_ -0.3928025_ -0.5239295),(-1.5304840_ -0.4764630_ 2.4397040):(-1.5692180_ -0.4759213_ 2.3863690),0.7:0,(0.1414304_ 0.8732237_ -0.2434820_ 0.3977365):(0.1139445_ 0.8601024_ -0.2179210_ 0.4469351),(0.6257545_ -0.5377327_ -0.5650444):(0.7191581_ -0.4767204_ -0.5055189),True:True,4.4600000:0.0000000,Good
597,99,03/15/2023 10:03:31.1521 PM,585.4904,(-1.5496970_ -0.4763290_ 2.4127560),(23.2123900_ 124.9484000_ 0.2921970),(0.0951915_ 0.8684308_ -0.1772554_ 0.4531524),0.6,(-1.3484050_ -0.7041504_ 2.1904670),(-1.0901430_ -1.0007350_ 1.8191380),(0.0664143_ -0.0945004_ 0.3584589),(0.2223001_ -0.2006000_ 0.8654000),10.49658,-14.76884,14.4064,-13.05069,(-0.5711831_ 0.0046870_ -0.8208094),(0.3259819_ 0.9190382_ -0.2215957),(0.7533166_ -0.3941406_ -0.5264668),(-1.5326560_ -0.4763521_ 2.4397280):(-1.5711870_ -0.4757798_ 2.3868080),0.8:0.8,(0.1567767_ 0.8647614_ -0.2736334_ 0.3908117):(0.1777437_ 0.8854332_ -0.2778087_ 0.3274716),(0.5901190_ -0.5957955_ -0.5447823):(0.4811509_ -0.6083741_ -0.6311696),False:False,4.3600000:4.2000000,Good
598,99,03/15/2023 10:03:31.1684 PM,585.5067,(-1.5514910_ -0.4758733_ 2.4135660),(23.1979700_ 125.2376000_ 0.2980723),(0.0947318_ 0.8695894_ -0.1773625_ 0.4509797),0.6,(-1.3500970_ -0.7030871_ 2.1905040),(-1.0948350_ -1.0000780_ 1.8175380),(0.0655051_ -0.0936946_ 0.3589883),(0.2222999_ -0.2006001_ 0.8654002),10.34107,-14.62768,14.40639,-13.0507,(-0.5752866_ 0.0047817_ -0.8179380),(0.3247293_ 0.9191368_ -0.2230210),(0.7507306_ -0.3939094_ -0.5303199),(-1.5340000_ -0.4758290_ 2.4405140):(-1.5727000_ -0.4752941_ 2.3877170),0.8:0.8,(0.1556382_ 0.8656325_ -0.2731874_ 0.3896483):(0.1765555_ 0.8862258_ -0.2774504_ 0.3262720),(0.5895476_ -0.5942481_ -0.5470859):(0.4803304_ -0.6069775_ -0.6331358),False:False,4.3600000:4.2000000,Good
599,99,03/15/2023 10:03:31.1858 PM,585.5241,(-1.5528070_ -0.4754649_ 2.4137950),(23.3293700_ 125.4025000_ 0.2496066),(0.0946230_ 0.8700709_ -0.1786872_ 0.4495487),0.6,(-1.3462650_ -0.7012597_ 2.1969140),(-1.0988140_ -1.0014860_ 1.8173330),(0.0567303_ -0.0911553_ 0.3593788),(0.2223000_ -0.2006000_ 0.8654000),8.97049,-14.23273,14.4064,-13.0507,(-0.5779048_ 0.0040003_ -0.8160943),(0.3253146_ 0.9182348_ -0.2258657),(0.7484627_ -0.3960163_ -0.5319537),(-1.5344160_ -0.4749285_ 2.4406070):(-1.5732300_ -0.4744771_ 2.3889310),0.8:0.8,(0.1581747_ 0.8610831_ -0.2825244_ 0.3920413):(0.1673217_ 0.8848222_ -0.2691129_ 0.3415716),(0.5857840_ -0.6105760_ -0.5329669):(0.5144035_ -0.5905388_ -0.6218139),False:False,4.4100000:4.3000000,Good
600,99,03/15/2023 10:03:31.2026 PM,585.5406,(-1.5540380_ -0.4751385_ 2.4145660),(23.3114300_ 125.5500000_ 0.1847461),(0.0938300_ 0.8707304_ -0.1789262_ 0.4483413),0.6,(-1.3469560_ -0.6999925_ 2.1972870),(-1.1013980_ -1.0011670_ 1.8170830),(0.0560900_ -0.0900143_ 0.3597272),(0.2223000_ -0.2006000_ 0.8654000),8.862407,-14.04861,14.4064,-13.0507,(-0.5803721_ 0.0029612_ -0.8143460),(0.3238412_ 0.9183627_ -0.2274573),(0.7471915_ -0.3957286_ -0.5339510),(-1.5353940_ -0.4742936_ 2.4413440):(-1.5743270_ -0.4740011_ 2.3897570),0.8:0.8,(0.1561975_ 0.8617812_ -0.2820945_ 0.3916093):(0.1653226_ 0.8854818_ -0.2687906_ 0.3410892),(0.5868382_ -0.6085443_ -0.5341291):(0.5151821_ -0.5887979_ -0.6228192),False:False,4.4100000:4.3000000,Good
601,99,03/15/2023 10:03:31.2180 PM,585.5566,(-1.5540570_ -0.4740148_ 2.4149560),(23.3021800_ 125.7068000_ 0.0501129),(0.0925252_ 0.8714669_ -0.1795093_ 0.4469463),0.4,(-1.3428270_ -0.6940817_ 2.1980380),(-1.1028780_ -1.0004090_ 1.8166900),(0.0527858_ -0.0842309_ 0.3608598),(0.2223001_ -0.2006000_ 0.8654002),8.32209,-13.13857,14.4064,-13.05069,(-0.5833564_ 0.0008033_ -0.8122161),(0.3217274_ 0.9184310_ -0.2301652),(0.7457796_ -0.3955805_ -0.5360310),(-1.5352560_ -0.4734500_ 2.4409400):(-1.5744540_ -0.4734939_ 2.3893590),0.8:0.8,(0.1467635_ 0.8622944_ -0.2718752_ 0.4012392):(0.1633667_ 0.8862250_ -0.2680581_ 0.3406780),(0.6121699_ -0.5866475_ -0.5301822):(0.5162511_ -0.5864304_ -0.6241668),False:False,4.4400000:4.3100000,Good
602,99,03/15/2023 10:03:31.2377 PM,585.5762,(-1.5550070_ -0.4736674_ 2.4154780),(23.2462300_ 125.8961000_ 0.0293519),(0.0918529_ 0.8723087_ -0.1793167_ 0.4455177),0.4,(-1.3451600_ -0.6938376_ 2.1977250),(-1.1053740_ -0.9994364_ 1.8155000),(0.0533169_ -0.0848401_ 0.3603971),(0.2223001_ -0.2006000_ 0.8654000),8.41526,-13.24667,14.4064,-13.0507,(-0.5861541_ 0.0004707_ -0.8101994),(0.3200258_ 0.9188171_ -0.2309949),(0.7443163_ -0.3946833_ -0.5387191),(-1.5362900_ -0.4730507_ 2.4415100):(-1.5757290_ -0.4730693_ 2.3901130),0.8:0.8,(0.1464272_ 0.8631682_ -0.2723918_ 0.3991272):(0.1630500_ 0.8869513_ -0.2685923_ 0.3385122),(0.6092567_ -0.5871261_ -0.5330007):(0.5128996_ -0.5868453_ -0.6265357),False:False,4.4400000:4.3100000,Good
603,99,03/15/2023 10:03:31.2515 PM,585.59,(-1.5556140_ -0.4733582_ 2.4159680),(23.3622500_ 125.9733000_ 359.9556000),(0.0916209_ 0.8724853_ -0.1805484_ 0.4447217),0.4,(-1.3390450_ -0.6912607_ 2.2030440),(-1.1075930_ -1.0008390_ 1.8162880),(0.0451654_ -0.0809049_ 0.3621255),(0.2223002_ -0.2006000_ 0.8654004),7.109395,-12.59401,14.40641,-13.05068,(-0.5876567_ -0.0007118_ -0.8091103),(0.3204634_ 0.9180158_ -0.2335600),(0.7429423_ -0.3965433_ -0.5392501),(-1.5362510_ -0.4731933_ 2.4409410):(-1.5756470_ -0.4730721_ 2.3895790),0.8:0.8,(0.1440209_ 0.8587846_ -0.2740667_ 0.4082092):(0.1569601_ 0.8851250_ -0.2634170_ 0.3500415),(0.6221850_ -0.5883098_ -0.5165061):(0.5369691_ -0.5761991_ -0.6161654),False:False,4.4200000:4.3900000,Good
604,99,03/15/2023 10:03:31.2678 PM,585.6064,(-1.5561580_ -0.4731882_ 2.4159140),(23.4484200_ 126.0136000_ 359.9302000),(0.0916983_ 0.8725265_ -0.1813351_ 0.4443046),0.4,(-1.3398860_ -0.6909862_ 2.2033170),(-1.1091810_ -1.0018340_ 1.8164810),(0.0448998_ -0.0804046_ 0.3618366),(0.2223000_ -0.2006001_ 0.8654001),7.073593,-12.52827,14.4064,-13.0507,(-0.5883697_ -0.0011177_ -0.8085914),(0.3211544_ 0.9174180_ -0.2349554),(0.7420789_ -0.3979234_ -0.5394219),(-1.5368570_ -0.4731971_ 2.4416630):(-1.5763040_ -0.4730153_ 2.3903400),0.8:0.8,(0.1441285_ 0.8591453_ -0.2736347_ 0.4077015):(0.1570389_ 0.8854508_ -0.2629758_ 0.3495134),(0.6216725_ -0.5877067_ -0.5178074):(0.5363589_ -0.5754786_ -0.6173687),False:False,4.4200000:4.3900000,Good
605,99,03/15/2023 10:03:31.2851 PM,585.6234,(-1.5561930_ -0.4730137_ 2.4159840),(23.4415000_ 126.0972000_ 359.9051000),(0.0913482_ 0.8728811_ -0.1814463_ 0.4436343),0.6,(-1.3430480_ -0.6938995_ 2.2015060),(-1.1100180_ -1.0016620_ 1.8159550),(0.0478649_ -0.0837949_ 0.3618143),(0.2223001_ -0.2006000_ 0.8654001),7.535979,-13.0396,14.40641,-13.0507,(-0.5896884_ -0.0015194_ -0.8076295),(0.3204638_ 0.9174655_ -0.2357118),(0.7413303_ -0.3978125_ -0.5405319),(-1.5364640_ -0.4729866_ 2.4414510):(-1.5760340_ -0.4728344_ 2.3902810),0.8:0.9,(0.1472783_ 0.8606368_ -0.2781695_ 0.4002938):(0.1583308_ 0.8853565_ -0.2664776_ 0.3465038),(0.6070785_ -0.5967150_ -0.5247731):(0.5291756_ -0.5815797_ -0.6178497),False:False,4.4700000:4.3900000,Good
606,99,03/15/2023 10:03:31.3009 PM,585.6399,(-1.5563870_ -0.4727748_ 2.4164550),(23.3850200_ 126.1077000_ 359.8148000),(0.0904246_ 0.8730821_ -0.1813742_ 0.4434574),0.6,(-1.3427320_ -0.6935719_ 2.2024350),(-1.1098260_ -1.0010400_ 1.8163770),(0.0472734_ -0.0839367_ 0.3618351),(0.2222999_ -0.2006000_ 0.8654000),7.443474,-13.06018,14.40639,-13.0507,(-0.5903379_ -0.0029673_ -0.8071507),(0.3187596_ 0.9178536_ -0.2365102),(0.7415481_ -0.3969080_ -0.5408980),(-1.5364240_ -0.4725257_ 2.4420340):(-1.5759990_ -0.4725112_ 2.3908680),0.8:0.9,(0.1463538_ 0.8605258_ -0.2786145_ 0.4005620):(0.1574343_ 0.8852601_ -0.2669798_ 0.3467720),(0.6078354_ -0.5967575_ -0.5238483):(0.5299033_ -0.5818809_ -0.6169420),False:False,4.4700000:4.3900000,Good
607,99,03/15/2023 10:03:31.3184 PM,585.6567,(-1.5560790_ -0.4726287_ 2.4163900),(23.2535600_ 125.9964000_ 359.7644000),(0.0897064_ 0.8728964_ -0.1804807_ 0.4443326),0.67,(-1.3332210_ -0.6896660_ 2.2093140),(-1.1073330_ -0.9994323_ 1.8166570),(0.0368845_ -0.0800217_ 0.3631636),(0.2223002_ -0.2005999_ 0.8654002),5.799323,-12.42634,14.40641,-13.05068,(-0.5890429_ -0.0037782_ -0.8080931),(0.3169957_ 0.9187589_ -0.2353631),(0.7433321_ -0.3948009_ -0.5399908),(-1.5352420_ -0.4722587_ 2.4416770):(-1.5747620_ -0.4724897_ 2.3903180),0.9:0.9,(0.1404944_ 0.8562367_ -0.2752550_ 0.4139503):(0.1516649_ 0.8816041_ -0.2641231_ 0.3605705),(0.6315354_ -0.5876822_ -0.5057600):(0.5556445_ -0.5750757_ -0.6004559),False:False,4.5100000:4.4500000,Good
608,99,03/15/2023 10:03:31.3353 PM,585.6736,(-1.5553810_ -0.4724838_ 2.4164070),(23.2180600_ 125.8844000_ 359.5238000),(0.0879125_ 0.8727036_ -0.1810572_ 0.4448350),0.67,(-1.3320680_ -0.6897896_ 2.2108420),(-1.1049990_ -0.9996970_ 1.8182620),(0.0363241_ -0.0805779_ 0.3626776),(0.2223000_ -0.2006000_ 0.8654002),5.719409,-12.52622,14.4064,-13.05069,(-0.5887866_ -0.0076379_ -0.8082526),(0.3145243_ 0.9189794_ -0.2378053),(0.7445838_ -0.3942316_ -0.5386804),(-1.5349480_ -0.4720962_ 2.4421870):(-1.5744260_ -0.4726505_ 2.3907980),0.9:0.9,(0.1384748_ 0.8557418_ -0.2762392_ 0.4149972):(0.1497063_ 0.8811699_ -0.2652348_ 0.3616327),(0.6337566_ -0.5877122_ -0.5029386):(0.5579050_ -0.5757113_ -0.5977448),False:False,4.5100000:4.4500000,Good
609,99,03/15/2023 10:03:31.3524 PM,585.6907,(-1.5544700_ -0.4725804_ 2.4163500),(23.2675700_ 125.8958000_ 359.6046000),(0.0887023_ 0.8726089_ -0.1811292_ 0.4448347),0.4,(-1.3261060_ -0.6995307_ 2.2254350),(-1.1046440_ -1.0001260_ 1.8180800),(0.0213934_ -0.0910522_ 0.3624314),(0.2223001_ -0.2006000_ 0.8654002),3.378097,-14.10234,14.4064,-13.05069,(-0.5885081_ -0.0063404_ -0.8084667),(0.3159499_ 0.9186482_ -0.2371942),(0.7442003_ -0.3950256_ -0.5386288),(-1.5336040_ -0.4726259_ 2.4417680):(-1.5728970_ -0.4730840_ 2.3901580),0.8:0.9,(0.1565041_ 0.8458333_ -0.3061209_ 0.4078760):(0.1393447_ 0.8668250_ -0.2633004_ 0.3998383),(0.5941718_ -0.6455231_ -0.4798549):(0.6198006_ -0.5679015_ -0.5416050),False:False,4.8400000:4.4800000,Good
610,99,03/15/2023 10:03:31.3688 PM,585.707,(-1.5538850_ -0.4726858_ 2.4164170),(23.3050300_ 125.8204000_ 359.5515000),(0.0885640_ 0.8722988_ -0.1815617_ 0.4452938),0.4,(-1.3257380_ -0.6996131_ 2.2262450),(-1.1035080_ -1.0008860_ 1.8191400),(0.0213930_ -0.0910274_ 0.3618958),(0.2222999_ -0.2006000_ 0.8654000),3.383031,-14.11869,14.4064,-13.0507,(-0.5877396_ -0.0071882_ -0.8090183),(0.3162051_ 0.9183835_ -0.2378781),(0.7446989_ -0.3956261_ -0.5374974),(-1.5334730_ -0.4725943_ 2.4422310):(-1.5726960_ -0.4730574_ 2.3905670),0.8:0.9,(0.1567587_ 0.8454927_ -0.3061872_ 0.4084338):(0.1395741_ 0.8664982_ -0.2633804_ 0.4004132),(0.5946605_ -0.6458093_ -0.4788624):(0.6203925_ -0.5682119_ -0.5406001),False:False,4.8400000:4.4800000,Good
